user_id,persona
25199756-e7dd-48f2,Eco-conscious Shoppers
cbe11c1e-2ac0-4730,Budget Parents
dce4b313-9a66-4559,Suburban Parents
dd522f53-cac6-4fd4,Tech Savvy Professionals
e6b4b6bf-4e37-453b,Deal Hunters
1f50d967-4158-4390,Eco-conscious Shoppers
c00258c8-6cb8-41fa,Gen-Z Trendseekers
8bd59fac-9fd5-415f,Eco-conscious Shoppers
206b1116-7df7-448b,Gen-Z Trendseekers
9d1fbfec-dcb5-4dc4,Deal Hunters
3bd2f30d-60b3-4725,Suburban Parents
35bf5757-1a9c-4d32,Eco-conscious Shoppers
561083c4-0e8e-4129,Gen-Z Trendseekers
3dc834b5-15aa-4950,Deal Hunters
c822134d-51de-42a3,Gen-Z Trendseekers
bf6e20f8-0050-4b5c,Eco-conscious Shoppers
3e3276ec-5e6c-433f,Eco-conscious Shoppers
fe351bdf-65f3-448e,Gen-Z Trendseekers
fce156be-ef42-4701,Deal Hunters
1a6756f1-f5e4-4f46,Budget Parents
ea4966f0-0c80-4318,Eco-conscious Shoppers
567d4b16-3223-4550,Gen-Z Trendseekers
6d3bcdd8-1d22-463a,Budget Parents
2cddf716-6bcd-4081,Tech Savvy Professionals
40ecf6db-1973-492d,Eco-conscious Shoppers
e676e586-b49d-49c5,Suburban Parents
e7123de0-e79c-463a,Gen-Z Trendseekers
75ffdbfe-e833-4127,Budget Parents
1ea69eda-5589-49c6,Suburban Parents
9870063b-66c6-4ffb,Suburban Parents
20556bb0-8248-40dc,Deal Hunters
3295854f-593e-4163,Deal Hunters
d834d6fd-c87c-49cb,Budget Parents
a2868a01-da65-4fb2,Budget Parents
b94231b4-3238-4e50,Gen-Z Trendseekers
fdd842f3-c956-46db,Gen-Z Trendseekers
0c5ca915-1a70-43e5,Budget Parents
afc78e47-3bc4-4d83,Budget Parents
72943304-9652-4710,Eco-conscious Shoppers
aab335e2-ba6d-4689,Deal Hunters
900a5777-4ed7-4b72,Suburban Parents
fe3728ae-39dd-42a8,Gen-Z Trendseekers
cb2c0899-e92d-4169,Budget Parents
1c4bef6c-d23a-46fe,Budget Parents
a6b7da33-1e3c-4525,Suburban Parents
d10da612-ab50-4fb5,Suburban Parents
a557af7b-7a3f-4f5f,Deal Hunters
96cad49a-0f62-40f6,Deal Hunters
e487714b-cfd1-43f4,Suburban Parents
2781c910-b300-49a8,Tech Savvy Professionals
99ba82c2-4ac6-4112,Gen-Z Trendseekers
9f619656-8e40-4f99,Gen-Z Trendseekers
5ab892ae-125e-4d8e,Suburban Parents
cee182a2-f9aa-46df,Eco-conscious Shoppers
ba9b219f-5677-4414,Deal Hunters
8712b9d2-1ab6-468a,Budget Parents
767dc4a0-d036-4c81,Budget Parents
f59a98c1-27ef-4bdc,Tech Savvy Professionals
7e192694-e081-423f,Budget Parents
3e72ccf0-a9cf-42d2,Tech Savvy Professionals
6eab6c4b-7b6b-443b,Tech Savvy Professionals
22c10ec9-7ef2-4da6,Suburban Parents
2f2df4db-449c-45c7,Eco-conscious Shoppers
9a7812fe-70a2-42c1,Gen-Z Trendseekers
497592b6-2a13-44cf,Suburban Parents
8d6845d3-2135-4af1,Gen-Z Trendseekers
3bfca1e2-478e-4017,Deal Hunters
2cbfe7d6-48a8-4602,Gen-Z Trendseekers
99604450-2ba4-41b5,Tech Savvy Professionals
44dd260d-4725-4ad8,Gen-Z Trendseekers
5dadf408-85cc-49c7,Deal Hunters
89476429-42b5-4b24,Budget Parents
6a4c180f-a852-47da,Deal Hunters
d259ddd7-2bb9-48e6,Deal Hunters
a44c8d0b-f79c-48c9,Eco-conscious Shoppers
a734399d-b99c-4ac5,Budget Parents
e2f44468-f3f2-4266,Gen-Z Trendseekers
b1381e0d-5fcc-4ab3,Gen-Z Trendseekers
dc2b12ed-2e2f-4815,Gen-Z Trendseekers
c6a71108-befe-4fa9,Deal Hunters
26433baa-aa7c-4b61,Gen-Z Trendseekers
87a7d698-9f0f-44bb,Eco-conscious Shoppers
b382c73e-fd9b-48eb,Budget Parents
f5c10edc-5a58-4f5a,Suburban Parents
efe3f6d6-48b4-42f9,Deal Hunters
bbefca86-31d9-45f2,Budget Parents
d272ae63-8820-4455,Gen-Z Trendseekers
a6bbc536-b235-4017,Gen-Z Trendseekers
186e0915-7e22-4f72,Gen-Z Trendseekers
0dc83256-7e40-44c1,Gen-Z Trendseekers
1cf6b788-bb6e-4962,Tech Savvy Professionals
fd0e2f6d-db1d-4e42,Tech Savvy Professionals
8cbcdcfd-d01d-4435,Suburban Parents
f2e55b90-6cf4-440f,Budget Parents
401fe9d0-d375-4a73,Suburban Parents
f4e86cdd-89d0-41b0,Gen-Z Trendseekers
a0c48ec5-994a-41d2,Eco-conscious Shoppers
b10cba7e-6c23-4c84,Budget Parents
0a8507e3-cc5b-4f00,Eco-conscious Shoppers
51749968-57be-4014,Tech Savvy Professionals
2911b329-4c97-424e,Gen-Z Trendseekers
9a2ee305-b788-4aa3,Deal Hunters
204fcd25-4de9-48e3,Gen-Z Trendseekers
5a405c9e-43e3-4ba4,Budget Parents
37eb6b6d-5ab1-4497,Suburban Parents
1f2e2b86-1da2-4691,Eco-conscious Shoppers
b424d299-0fce-4a44,Tech Savvy Professionals
5e35e4ca-6634-4364,Gen-Z Trendseekers
2b32070d-87fb-4a40,Gen-Z Trendseekers
29d7fd76-3e06-49b2,Tech Savvy Professionals
6448b0b7-d03d-4d7f,Deal Hunters
f5d921e7-0fa2-4164,Gen-Z Trendseekers
eaf1812a-199e-46bb,Suburban Parents
964756a3-f545-4d8d,Budget Parents
af031366-6346-4926,Budget Parents
14330fcd-4c7a-4832,Gen-Z Trendseekers
df39a935-743a-4842,Tech Savvy Professionals
64389560-e6a8-4705,Suburban Parents
cf4cc261-13a4-4e28,Eco-conscious Shoppers
63879ef8-f9c9-4a01,Budget Parents
9e8a8098-238b-478e,Suburban Parents
44cf6ed5-ee7e-4072,Gen-Z Trendseekers
66927a7c-233a-47f3,Deal Hunters
76bd2527-8609-42fa,Tech Savvy Professionals
5a11d66f-933f-49d4,Deal Hunters
a2a23a6b-4161-467e,Budget Parents
b9939695-a3ee-474e,Suburban Parents
422814cd-c428-423f,Suburban Parents
e9b9606f-adf9-40ae,Tech Savvy Professionals
1d5754f0-9bb3-4ef0,Gen-Z Trendseekers
d3bab6c1-0162-45a6,Tech Savvy Professionals
d0e49b06-a150-47e3,Tech Savvy Professionals
782a8a68-3ddc-442b,Deal Hunters
be964981-5935-46f0,Deal Hunters
ec1ed1c9-111c-4935,Gen-Z Trendseekers
d7983dce-46e2-4426,Deal Hunters
54319cb7-8b3e-4c9d,Eco-conscious Shoppers
b7f163ad-615a-4d48,Suburban Parents
55fb0065-9cc6-4a91,Deal Hunters
f8d7ed7b-054c-4610,Budget Parents
ae07725b-a579-4bf9,Budget Parents
5547d929-ce87-4cf5,Gen-Z Trendseekers
50dcbe37-dbde-4aee,Gen-Z Trendseekers
ba1f9b64-432b-4582,Gen-Z Trendseekers
b83bbd91-5426-4f10,Suburban Parents
9f026c9b-3e5a-4c26,Gen-Z Trendseekers
aece3f18-f1e1-4149,Gen-Z Trendseekers
a8481a42-7a4c-4ab9,Gen-Z Trendseekers
e94d6731-6a6f-418d,Tech Savvy Professionals
5e69f987-b74e-4c5a,Suburban Parents
eb1ccbec-000d-446b,Deal Hunters
a8b866d8-cde8-4e27,Budget Parents
2f4a0b0c-045a-4e4a,Suburban Parents
9a1a40b2-3e88-46fd,Suburban Parents
50aeb897-1237-48f7,Budget Parents
49bf38e2-2b66-4b83,Budget Parents
f80038be-8846-413c,Budget Parents
0c5f0294-6df7-4e0d,Eco-conscious Shoppers
3dc359c7-e7df-47d7,Tech Savvy Professionals
e4d3d57b-fb0a-4eec,Budget Parents
34ef80d6-1b04-4495,Gen-Z Trendseekers
b9d217e8-0828-4fe0,Suburban Parents
ca930926-a8d2-4e8d,Suburban Parents
879c39ee-035c-4a78,Tech Savvy Professionals
72ee2799-0b32-44b0,Tech Savvy Professionals
421d5f37-dadf-4074,Tech Savvy Professionals
c1c45f5f-e9a8-441e,Eco-conscious Shoppers
39341514-682b-45d3,Gen-Z Trendseekers
03385d63-d4cd-4443,Eco-conscious Shoppers
104c8b71-3192-4572,Budget Parents
4c7dc127-315b-471e,Budget Parents
b2aa5682-63a0-40f8,Gen-Z Trendseekers
12bc36ef-103c-4da7,Budget Parents
727c7538-3778-4092,Budget Parents
2e764622-7097-459f,Gen-Z Trendseekers
b37d9817-87c9-4a4d,Deal Hunters
5c973efb-1be5-40b7,Eco-conscious Shoppers
a1a6e41a-1264-4026,Tech Savvy Professionals
93e13030-318f-4ac2,Gen-Z Trendseekers
f71bef0b-cb64-4d6e,Tech Savvy Professionals
1636adae-b787-436e,Deal Hunters
97a1d571-b2bd-4fe1,Deal Hunters
330c272e-deae-438c,Budget Parents
0e783ef5-243f-4d3e,Gen-Z Trendseekers
1c74077f-1e51-401a,Tech Savvy Professionals
df9e077c-a959-45af,Budget Parents
0aaa12d1-2ba0-4368,Gen-Z Trendseekers
0b9f5a72-2cbc-45f1,Tech Savvy Professionals
23c9c3a9-b008-473e,Eco-conscious Shoppers
4a8717d3-208a-428c,Eco-conscious Shoppers
96a850e9-6b29-4979,Deal Hunters
961c3268-b27a-4830,Tech Savvy Professionals
84106a38-df4f-4ac7,Budget Parents
7a46cb6f-db08-4203,Suburban Parents
13be1187-42ca-46bc,Eco-conscious Shoppers
c8ace839-6aad-4469,Budget Parents
c6457f66-348c-4ef4,Deal Hunters
363e23c7-9a5f-4d9a,Budget Parents
3dfd5f75-9bbc-4503,Gen-Z Trendseekers
1675ac88-9795-4068,Budget Parents
51379965-2d85-4952,Deal Hunters
fb696160-c065-425a,Deal Hunters
aae3c1fe-d70f-4ef6,Gen-Z Trendseekers
012d7224-bc34-487b,Deal Hunters
3886da28-5dac-4423,Budget Parents
39910634-375c-48dd,Tech Savvy Professionals
fcc3bc7b-b606-49a9,Deal Hunters
a3b7764e-7b1c-4d2e,Budget Parents
2321b797-a9ea-4821,Deal Hunters
e9a498e4-322e-4ace,Eco-conscious Shoppers
174ccf09-91f2-4bb8,Gen-Z Trendseekers
0ff472ba-049e-4d8d,Suburban Parents
aa3c0b06-54dc-4bc0,Budget Parents
0dd25c8c-f89f-40be,Deal Hunters
dec46aaa-271e-4f39,Budget Parents
696f9e45-4a85-4434,Deal Hunters
f21e53dd-73f4-4cee,Tech Savvy Professionals
eabd344e-4364-475e,Tech Savvy Professionals
0f9d27fc-36c3-4520,Eco-conscious Shoppers
6a3b827b-f6d2-45ec,Suburban Parents
4845df1f-41b2-4b15,Budget Parents
07fec795-27c2-4d1e,Suburban Parents
cfc999bb-4d42-4d8a,Budget Parents
39c5e1aa-f595-462f,Gen-Z Trendseekers
4564dd50-ab00-4c5c,Tech Savvy Professionals
c34aa102-18f7-497a,Deal Hunters
9577881a-c80f-4110,Tech Savvy Professionals
b36f80e7-59d6-42c1,Eco-conscious Shoppers
2c8b869c-4b2a-4f5a,Gen-Z Trendseekers
890367ea-0b5f-40ff,Tech Savvy Professionals
f659116a-3360-4823,Eco-conscious Shoppers
80a000ea-f5e9-40ad,Tech Savvy Professionals
a25aa9e9-3f1f-4bd9,Tech Savvy Professionals
5b94ea5d-b34d-4be5,Eco-conscious Shoppers
62bbf644-dada-4dc8,Eco-conscious Shoppers
c2797c90-7ae7-42f1,Budget Parents
51e85561-32bd-4764,Deal Hunters
4519ed33-1115-41ec,Deal Hunters
d5c318fb-ff91-4031,Gen-Z Trendseekers
bd2acf04-0e00-4103,Tech Savvy Professionals
0ba4a5b5-70ec-4226,Tech Savvy Professionals
5255bf4c-ce25-4660,Gen-Z Trendseekers
7576f7e7-cf05-4ca9,Budget Parents
90c0d609-47b9-47d0,Suburban Parents
df00cbb6-db49-4828,Gen-Z Trendseekers
9ae973f2-3421-492d,Gen-Z Trendseekers
3f1ac1b8-fb2f-4280,Budget Parents
b1962754-4508-4832,Deal Hunters
86ae0b83-0613-4703,Deal Hunters
a6c68d57-c71b-4142,Budget Parents
0e746b60-d09d-4b47,Budget Parents
3e094d59-6eca-4ef8,Gen-Z Trendseekers
da038415-4699-4c8f,Deal Hunters
79cfe3e8-1894-4c66,Deal Hunters
c6b6e211-8d21-4dcf,Tech Savvy Professionals
d7a334b1-254e-4239,Suburban Parents
ba709041-9e13-4593,Deal Hunters
31fd3240-5ce8-49ce,Deal Hunters
a91149f0-7175-4e63,Gen-Z Trendseekers
a249da13-d6f8-4f72,Eco-conscious Shoppers
8b83aced-c6af-429e,Suburban Parents
7037a4ba-9f72-4345,Gen-Z Trendseekers
f23c15db-6174-4b78,Gen-Z Trendseekers
13e5e33c-d954-4274,Tech Savvy Professionals
f4ff36c9-4baf-420b,Budget Parents
ee9ced69-e7eb-4bf4,Tech Savvy Professionals
ef6fe82f-5e04-49d0,Eco-conscious Shoppers
b7bec55c-2ae2-48ed,Deal Hunters
c909c9c4-ba59-4198,Gen-Z Trendseekers
4b742ae1-9792-4c59,Gen-Z Trendseekers
85f2bb07-2fd7-4e56,Deal Hunters
e3ebdc21-2317-4a82,Tech Savvy Professionals
444a4404-1a2f-4e16,Tech Savvy Professionals
18b308db-f0a9-4766,Gen-Z Trendseekers
21572fb7-d3d5-4b74,Budget Parents
ea19cb59-e145-4434,Suburban Parents
55cd8677-3086-409d,Budget Parents
032c7da9-c997-4d1e,Budget Parents
748f0b86-407b-4f6b,Deal Hunters
e426f4f3-d383-40f5,Deal Hunters
0ae4ef1f-391a-4f0b,Deal Hunters
39b66dbd-1982-4df1,Eco-conscious Shoppers
9938d1b7-937d-43dc,Suburban Parents
3f4872e9-d704-4fa6,Suburban Parents
9dd9025e-5496-4fdf,Eco-conscious Shoppers
1da1814a-92ad-4d0c,Budget Parents
0c9943a4-baf7-4223,Gen-Z Trendseekers
37cd06c6-0c19-41e9,Budget Parents
d94b151a-9fac-4e19,Deal Hunters
92a0060b-a9bb-4aaf,Budget Parents
acf37430-55e5-4989,Eco-conscious Shoppers
884f571f-6bd3-44a7,Tech Savvy Professionals
02efcf59-b764-4e8a,Deal Hunters
828fbdd9-6db2-4796,Tech Savvy Professionals
0c2ab2c7-63c4-49c9,Budget Parents
9c678e2d-f414-40c9,Suburban Parents
5495f718-952a-4e7a,Deal Hunters
29894420-305c-4805,Budget Parents
6571b9a8-2dba-4bbc,Gen-Z Trendseekers
19263bab-92be-4f06,Deal Hunters
ce2fd602-4502-40f1,Suburban Parents
90dc101f-2a1b-4068,Tech Savvy Professionals
4bf54a0d-4e23-40e0,Tech Savvy Professionals
071d65d1-869c-42ba,Deal Hunters
1bde87e5-ea10-4984,Deal Hunters
88429411-b717-4e65,Budget Parents
81dc0a83-d778-4cbe,Suburban Parents
d16eb5fa-71a1-474c,Tech Savvy Professionals
bc8aa5a2-e539-4ef6,Tech Savvy Professionals
585105fa-f233-4497,Tech Savvy Professionals
10040767-08d8-41ef,Suburban Parents
2692209b-2646-4348,Budget Parents
ff039199-e8c4-4f8b,Tech Savvy Professionals
bd7daad9-317b-4e50,Budget Parents
4d3475bb-8f68-46f5,Gen-Z Trendseekers
de8cea37-55a1-4eac,Deal Hunters
56cda45f-efac-4353,Suburban Parents
2972a3d7-4d04-4f37,Suburban Parents
fa1fe442-709e-4fec,Deal Hunters
a38fe9f2-8a2d-4b10,Budget Parents
c7dda3ef-8d0e-4f14,Deal Hunters
bf2566a1-8197-4b0c,Suburban Parents
be27f9c5-86e6-4fc9,Gen-Z Trendseekers
d450bebe-e6fe-4a6a,Eco-conscious Shoppers
7ed4b2f7-cb2c-45fd,Deal Hunters
aa66cb10-3fc2-4349,Deal Hunters
81c6f2f6-8f52-454a,Eco-conscious Shoppers
15804615-2d5c-444f,Tech Savvy Professionals
476a3133-b09b-4970,Gen-Z Trendseekers
87b361c2-6267-4874,Tech Savvy Professionals
7dee4b4b-168c-4509,Suburban Parents
76d46107-cf83-4d5e,Gen-Z Trendseekers
b5e5f3e4-018c-4e41,Gen-Z Trendseekers
b14c795e-da20-4ed5,Eco-conscious Shoppers
d8ae2c4d-6f79-4594,Budget Parents
e94fceb9-3128-44bf,Tech Savvy Professionals
70d3dd13-49ce-4faa,Eco-conscious Shoppers
871fa89d-ef83-4056,Gen-Z Trendseekers
65112435-016f-4a85,Budget Parents
dc643ca0-e9ef-4799,Eco-conscious Shoppers
a81d16db-5993-4122,Budget Parents
ed0cdb2a-42cb-401f,Gen-Z Trendseekers
89241932-69a9-4ee3,Gen-Z Trendseekers
1af89c7c-fef4-4bac,Budget Parents
2a380471-71ec-4545,Budget Parents
dff323dd-b4bc-456e,Tech Savvy Professionals
86c3099d-6551-4886,Deal Hunters
397cfe16-eac0-45bd,Budget Parents
0fca30d8-8ffe-414d,Eco-conscious Shoppers
1509d112-d62c-4964,Tech Savvy Professionals
5a370928-b50f-4587,Deal Hunters
36aac49d-a260-457a,Budget Parents
d0affac6-8381-43d3,Gen-Z Trendseekers
cb9db6d5-d1be-4624,Suburban Parents
d5bf7100-e3b4-4343,Budget Parents
069fc19d-a4e0-41f7,Tech Savvy Professionals
e5ad3498-f8a6-4b80,Suburban Parents
a4582ee6-115d-439b,Gen-Z Trendseekers
d7821587-6c21-4ac9,Tech Savvy Professionals
e84ea95b-d82b-4119,Suburban Parents
50635364-308f-443f,Gen-Z Trendseekers
e71acb01-4a03-4f95,Gen-Z Trendseekers
0212c94d-b7bd-4c90,Deal Hunters
39b191b8-1bb4-4c10,Gen-Z Trendseekers
7f691a89-ed29-42b2,Gen-Z Trendseekers
8ee50c61-58f2-460c,Suburban Parents
6742a5d2-4f7f-48fe,Deal Hunters
4fae7882-760e-4499,Suburban Parents
8c481892-4cfb-45b2,Eco-conscious Shoppers
81eb8453-f9c5-4ad3,Tech Savvy Professionals
98b7b79c-7985-41d0,Eco-conscious Shoppers
04373ea0-999e-4b52,Eco-conscious Shoppers
0368a7b2-6446-4b89,Budget Parents
0d18bae6-12e7-4604,Deal Hunters
24dd05c5-f1dd-479f,Deal Hunters
0b760cda-1aea-4e42,Tech Savvy Professionals
b5f76f39-af11-4211,Budget Parents
c78382b1-f3c8-4b1f,Deal Hunters
b2407ce1-d16e-40b7,Eco-conscious Shoppers
61e32c9e-cd24-471f,Deal Hunters
c4b367c9-747b-4dd6,Budget Parents
4e325ff1-882d-420b,Gen-Z Trendseekers
a4b1cbb8-499c-49d6,Tech Savvy Professionals
1a04de02-f9fa-405c,Suburban Parents
aba2d0ec-0d81-4f9a,Gen-Z Trendseekers
e44f9a4b-2f37-4e98,Budget Parents
5cd4a8a2-fc4f-4318,Eco-conscious Shoppers
203dbb4c-75ea-4b27,Eco-conscious Shoppers
5ce3162b-4b7a-43b8,Suburban Parents
3d5ecddd-9275-449a,Tech Savvy Professionals
30e7725f-6df1-45bf,Deal Hunters
faad89a1-950e-49c7,Eco-conscious Shoppers
6a09cce7-f55f-4b18,Deal Hunters
32c20aab-572a-4bf8,Suburban Parents
ef5b79e8-3aaf-4c8c,Budget Parents
f6292b0c-1ee5-4ece,Suburban Parents
00dfcadf-cf40-4493,Gen-Z Trendseekers
d72be0bf-534a-4263,Deal Hunters
daa3bee4-f645-417e,Suburban Parents
7e51b1d7-65f7-41fe,Eco-conscious Shoppers
716368d1-0607-4a95,Gen-Z Trendseekers
9359d261-4d33-4258,Budget Parents
2cedc065-5a69-40ee,Gen-Z Trendseekers
3847ef24-7b25-4e45,Tech Savvy Professionals
2979fe01-7b4a-4adc,Deal Hunters
ca9f4597-4a54-43b4,Deal Hunters
9af0e9fb-b412-48c2,Tech Savvy Professionals
9eea19c1-ec41-4ab9,Suburban Parents
ccebee24-fd7a-4a44,Gen-Z Trendseekers
065eeeb5-37b2-493e,Tech Savvy Professionals
8bec9376-977d-4ce3,Gen-Z Trendseekers
a2c20c3d-94ae-4834,Deal Hunters
640e288f-6c04-446d,Tech Savvy Professionals
60f72c22-61de-4c90,Gen-Z Trendseekers
8c5b5d3b-2241-45f9,Gen-Z Trendseekers
7ba3d2da-2303-4f16,Deal Hunters
b6b8802b-8846-4e04,Deal Hunters
9d290076-7694-47fe,Gen-Z Trendseekers
4e1749b6-e472-411c,Suburban Parents
0347568d-8409-4d2f,Deal Hunters
8d35e1df-bc95-49c4,Gen-Z Trendseekers
0d240333-bc16-464b,Gen-Z Trendseekers
b76e86b7-da98-4fe7,Deal Hunters
7436ebd8-236d-4ef1,Tech Savvy Professionals
497a876e-6a5e-479c,Budget Parents
9ce14388-8f6d-4fde,Suburban Parents
92e3d3be-9ff1-4f39,Tech Savvy Professionals
7b9f3757-0926-45b2,Suburban Parents
45e480bc-ac34-421b,Eco-conscious Shoppers
239d4dd7-e6f7-4b8b,Eco-conscious Shoppers
72dc519a-d6bd-4615,Eco-conscious Shoppers
a50dbbf1-26ac-4df3,Tech Savvy Professionals
8ca5512d-f08c-4d94,Deal Hunters
1b3fa2e4-8346-490b,Gen-Z Trendseekers
18b8c857-a699-4613,Budget Parents
8d6c33a0-06e9-49d8,Suburban Parents
2e2c9c21-9809-400e,Tech Savvy Professionals
17dd6ee2-c463-4612,Gen-Z Trendseekers
7f275202-5fa5-4a26,Budget Parents
2ca80cef-7539-4bf0,Eco-conscious Shoppers
cfe08236-c08d-4460,Deal Hunters
5023d6fb-3096-4647,Eco-conscious Shoppers
f8f078ea-7190-4a06,Gen-Z Trendseekers
8b7a4f2b-aec9-48f1,Deal Hunters
424f4b33-a3f2-4ce6,Deal Hunters
6c1749f1-98a6-43ea,Tech Savvy Professionals
38c2759c-0e0f-4aff,Deal Hunters
692b95c5-ae57-4cc9,Suburban Parents
c86f52d2-67d2-4c73,Eco-conscious Shoppers
2a53e5b6-1d65-4a18,Deal Hunters
389da529-dff5-40eb,Suburban Parents
59188d9b-0642-4bb0,Eco-conscious Shoppers
c5a3026c-22fb-418d,Deal Hunters
b1bb8594-b74d-4103,Suburban Parents
d162cf8b-cb2b-4748,Suburban Parents
1e307255-da61-4c34,Tech Savvy Professionals
cc4e2d4a-5930-4587,Gen-Z Trendseekers
fcabd879-58ec-447f,Tech Savvy Professionals
187362d3-0255-4bfc,Tech Savvy Professionals
d943c437-e580-4081,Suburban Parents
960620bf-0140-44fc,Gen-Z Trendseekers
bf62b7bd-4420-469c,Eco-conscious Shoppers
24f842e0-0408-49e8,Tech Savvy Professionals
5630f555-6f6c-450a,Tech Savvy Professionals
f6c8ac90-eef5-4b7c,Tech Savvy Professionals
06d36fbf-77ba-4264,Gen-Z Trendseekers
d6840a23-74c7-42d8,Suburban Parents
2df04bfa-f8d4-4834,Budget Parents
f278e2ae-b351-4bfc,Deal Hunters
9be3b3b3-394a-4d85,Eco-conscious Shoppers
0c2cc076-a58d-40a6,Budget Parents
e63c9410-6ee3-4988,Tech Savvy Professionals
477cb031-adaa-4406,Eco-conscious Shoppers
2ed56689-b548-43a8,Deal Hunters
87de71ab-f650-480c,Deal Hunters
5c9928fe-0f52-40a6,Tech Savvy Professionals
9f9a4a18-b9e5-4fa8,Eco-conscious Shoppers
a00b8e2e-e905-4b39,Suburban Parents
d6107830-7c2d-4f10,Eco-conscious Shoppers
3526cfed-831d-4f78,Budget Parents
eb9058b8-b513-43ca,Deal Hunters
4fbd53b5-7410-477c,Suburban Parents
a72f2d82-b098-414d,Tech Savvy Professionals
181f3c55-2d6a-494e,Deal Hunters
196405fb-c368-44b8,Eco-conscious Shoppers
75cd146b-16b0-4a69,Gen-Z Trendseekers
49cc7e4b-1a2b-493f,Eco-conscious Shoppers
58594116-9358-4b4c,Tech Savvy Professionals
fb43469d-2d76-46b4,Budget Parents
1e12618a-d882-4c35,Deal Hunters
829402ac-43eb-43d5,Tech Savvy Professionals
594ca69f-a892-40e5,Gen-Z Trendseekers
90607612-3c01-42bd,Tech Savvy Professionals
8ba1d95a-2402-4bba,Deal Hunters
f56b494c-1bed-4d6d,Eco-conscious Shoppers
917a6eae-4710-4981,Suburban Parents
e24adbfa-6202-45bb,Eco-conscious Shoppers
864302db-e78d-4513,Suburban Parents
9b0f2571-0aad-4f64,Tech Savvy Professionals
a83e0aac-9e4b-4e00,Deal Hunters
22959b68-7993-46fe,Deal Hunters
52ba9aaf-a3c2-425c,Gen-Z Trendseekers
09f3375c-9eed-4a7b,Budget Parents
8774f292-c970-4af6,Deal Hunters
782ea2fe-9458-49b4,Budget Parents
6adad288-17c9-4803,Deal Hunters
f432a19c-f9ab-4c64,Gen-Z Trendseekers
8fe246b5-bc11-487d,Suburban Parents
ef146e78-f9c7-4575,Deal Hunters
3a9c8e80-8b85-489b,Gen-Z Trendseekers
14dbb28c-97f9-4b8f,Gen-Z Trendseekers
a8440f9a-6586-4c8e,Gen-Z Trendseekers
6a2cd31c-a413-41d9,Eco-conscious Shoppers
50f54502-5687-4a4e,Eco-conscious Shoppers
30233603-0640-4907,Suburban Parents
75842756-b3f3-4f01,Tech Savvy Professionals
2b59e09e-dce4-40cf,Budget Parents
d00f7860-fe14-4d3e,Deal Hunters
87f964c5-fb62-4597,Budget Parents
64b5a32b-c5f5-40dd,Deal Hunters
40e89167-fefc-4667,Budget Parents
47372ed5-de63-4bde,Deal Hunters
09058730-b27b-4d39,Budget Parents
b7536790-417d-47bc,Budget Parents
9cb6311d-da72-4f06,Budget Parents
6606b831-8180-4bdc,Suburban Parents
148bdab5-6271-4781,Deal Hunters
43738fa0-20fb-40d0,Deal Hunters
80deb823-2304-4826,Budget Parents
71b3d886-09db-4132,Eco-conscious Shoppers
180abbe3-4b2e-4450,Deal Hunters
a4913a00-edba-4e9d,Tech Savvy Professionals
f878ec64-2c5b-4946,Suburban Parents
7499225a-30ae-4a0f,Tech Savvy Professionals
81a1c26c-4288-492d,Suburban Parents
12c3311d-ee97-43eb,Tech Savvy Professionals
cfe40dd1-2b38-482f,Gen-Z Trendseekers
e02b9cb5-8964-434b,Suburban Parents
1a33b8ad-8366-4ac7,Deal Hunters
80daaced-d204-4830,Suburban Parents
a39c910e-dbad-40d6,Tech Savvy Professionals
89808d30-682e-4b85,Deal Hunters
f2c9f962-42b2-472c,Gen-Z Trendseekers
6bd42ab9-0b77-4365,Deal Hunters
e5462faf-3cbd-4ae2,Deal Hunters
1af7af04-7953-4bdc,Gen-Z Trendseekers
560e60eb-4c0d-475e,Budget Parents
dbf941bb-f5f9-4c0b,Eco-conscious Shoppers
499da202-1ea2-47b0,Deal Hunters
2978cdf4-715e-40f1,Suburban Parents
1514ec0c-c0fc-40cc,Gen-Z Trendseekers
10e5880b-24ae-4fa6,Eco-conscious Shoppers
c4682bde-f45a-494e,Suburban Parents
ca14a0e6-1a9a-4925,Deal Hunters
6c67ad87-d517-43d0,Gen-Z Trendseekers
5253a001-4781-4c1b,Budget Parents
d1dcd259-351f-4776,Deal Hunters
80056272-c027-4879,Deal Hunters
5a1a3b2f-30ff-423d,Eco-conscious Shoppers
495ee0a6-aba6-4202,Gen-Z Trendseekers
2c4caf08-c2fa-4c07,Suburban Parents
c2416520-3843-415d,Eco-conscious Shoppers
9d44c92e-98f2-45df,Suburban Parents
9eb55ee0-640f-417e,Deal Hunters
816386b4-d4a6-4b26,Budget Parents
79cdb742-031d-473b,Deal Hunters
4fc15223-59f5-4cb3,Budget Parents
c7b7d977-5874-427e,Eco-conscious Shoppers
cfe63f5e-1301-4008,Deal Hunters
a2211d8d-8e4b-4cde,Budget Parents
6eeaeb9f-f031-4188,Eco-conscious Shoppers
b3f5090c-bc2a-45f3,Deal Hunters
95dc8e98-05a0-4fb1,Gen-Z Trendseekers
ced95413-8d4f-45e4,Tech Savvy Professionals
70f8ba4e-b3f2-426a,Tech Savvy Professionals
1cb9bb4a-2920-4779,Budget Parents
3b8b4353-9f19-4012,Gen-Z Trendseekers
1afd4cbf-64d1-49f3,Gen-Z Trendseekers
